date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:49:10	15280/15280	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:04:33%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
15:49:10	6868/6868	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
15:49:11	9684/9684	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
15:49:11	7376/7376	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:04:33%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
15:49:11	8444/8444	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
15:49:11	5804/5804	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
15:49:12	14960/14960	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:04:33%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
15:49:12	16112/16112	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:04:33%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
15:49:12	6816/6816	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
15:49:12	9696/9696	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:04:33%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
15:49:12	7244/7244	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
15:49:13	8248/8248	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:04:33%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
15:49:13	5784/5784	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:04:33%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
15:49:13	15016/15016	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
15:49:13	15948/15948	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
15:49:14	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
15:49:14	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
15:49:14	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
15:49:14	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:04:33%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
15:49:15	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
15:49:15	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:04:33%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
15:49:15	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/HTTrack-2%20level/Test/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
15:49:15	990/990	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2014:02:46%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/HTTrack-2%20level/Test/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
15:49:17	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/HTTrack-2%20level/Test/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
15:49:18	602224/602224	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2012:49:17%20GMT	https://www.classcentral.com/rankings	C:/HTTrack-2%20level/Test/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
15:49:18	594938/594938	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2012:49:18%20GMT	https://www.classcentral.com/collections	C:/HTTrack-2%20level/Test/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
15:49:19	577494/577494	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2012:49:18%20GMT	https://www.classcentral.com/subjects	C:/HTTrack-2%20level/Test/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
15:49:20	898379/898379	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2012:49:19%20GMT	https://www.classcentral.com/subject/cs	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
15:49:21	849676/849676	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2012:49:20%20GMT	https://www.classcentral.com/subject/health	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
15:49:21	7774/7774	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2011%20Mar%202023%2012:49:21%20GMT	https://www.classcentral.com/subject/business	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/business	(from https://www.classcentral.com/)
15:49:21	7975/7975	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2011%20Mar%202023%2012:49:21%20GMT	https://www.classcentral.com/subject/humanities	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/humanities.2b.delayed	(from https://www.classcentral.com/)
15:49:22	817820/817820	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2012:49:21%20GMT	https://www.classcentral.com/subject/maths	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/maths.html	(from https://www.classcentral.com/)
15:49:22	7766/7766	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2011%20Mar%202023%2012:49:22%20GMT	https://www.classcentral.com/subject/engineering	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/engineering	(from https://www.classcentral.com/)
15:49:22	7963/7963	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2011%20Mar%202023%2012:49:22%20GMT	https://www.classcentral.com/subject/science	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/science.2d.delayed	(from https://www.classcentral.com/)
15:49:22	7973/7973	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2011%20Mar%202023%2012:49:22%20GMT	https://www.classcentral.com/subject/education	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/education.2e.delayed	(from https://www.classcentral.com/)
15:49:23	8020/8020	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2011%20Mar%202023%2012:49:23%20GMT	https://www.classcentral.com/subject/social-sciences	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/social-sciences.2f.delayed	(from https://www.classcentral.com/)
15:49:24	7986/7986	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2011%20Mar%202023%2012:49:24%20GMT	https://www.classcentral.com/subject/data-science	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/data-science.31.delayed	(from https://www.classcentral.com/)
15:49:24	8175/8175	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2011%20Mar%202023%2012:49:24%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/programming-and-software-development.32.delayed	(from https://www.classcentral.com/)
15:49:25	823363/823363	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2012:49:24%20GMT	https://www.classcentral.com/subject/art-and-design	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/art-and-design.html	(from https://www.classcentral.com/)
15:49:25	7869/7869	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2011%20Mar%202023%2012:49:25%20GMT	https://www.classcentral.com/subject/personal-development	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/personal-development	(from https://www.classcentral.com/)
15:49:25	7942/7942	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2011%20Mar%202023%2012:49:25%20GMT	https://www.classcentral.com/subject/infosec	C:/HTTrack-2%20level/Test/www.classcentral.com/subject/infosec.34.delayed	(from https://www.classcentral.com/)
15:49:27	170168/170168	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2013:14:09%20GMT	https://www.classcentral.com/report/	C:/HTTrack-2%20level/Test/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
15:49:28	3034433/3034433	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2012:49:27%20GMT	https://www.classcentral.com/universities	C:/HTTrack-2%20level/Test/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
15:49:28	4282/4282	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Mar%202023%2009:49:21%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
15:49:29	839628/839628	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2012:49:28%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/HTTrack-2%20level/Test/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
15:49:29	33057/33057	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Mar%202023%2007:01:20%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
15:49:29	4168/4168	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2014:19:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
15:49:29	35437/35437	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2014:26:32%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
15:49:29	198109/198109	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2022:05:08%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/HTTrack-2%20level/Test/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
15:49:30	143436/143436	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2014:05:26%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/HTTrack-2%20level/Test/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
15:49:30	153343/153343	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2022:05:09%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/HTTrack-2%20level/Test/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
15:49:31	176622/176622	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2019:12:54%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/HTTrack-2%20level/Test/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
15:49:31	823228/823228	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2012:49:30%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/HTTrack-2%20level/Test/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
15:49:31	178477/178477	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2022:05:10%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/HTTrack-2%20level/Test/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
15:49:32	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
15:49:32	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2013:10:10%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
15:49:32	5751/5751	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2023:51:18%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
15:49:32	96645/96645	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2023:05:37%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
15:49:32	6083/6083	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Mar%202023%2010:10:07%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
15:49:33	93874/93874	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2013:10:10%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
15:49:33	6773/6773	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Mar%202023%2009:34:25%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
15:49:33	29596/29596	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2013:10:11%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/HTTrack-2%20level/Test/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
15:49:34	512662/512662	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2000:04:46%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/HTTrack-2%20level/Test/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
15:49:34	412716/412716	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2022:04:57%20GMT	https://www.classcentral.com/report/free-certificates/	C:/HTTrack-2%20level/Test/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
15:49:35	839791/839791	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2012:49:34%20GMT	https://www.classcentral.com/starting-this-month	C:/HTTrack-2%20level/Test/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
15:49:35	378/378	---MC-	302	error ('Found')	text/html	date:Sat,%2011%20Mar%202023%2012:49:34%20GMT	https://www.classcentral.com/new-online-courses	C:/HTTrack-2%20level/Test/www.classcentral.com/new-online-courses.45.delayed	(from https://www.classcentral.com/)
